	city	City name (CDP)	City name (carbonn)	City name (PKU)	City name (GEA)	City name (UITP)	City name (WB)	Definition (CDP)	Definition (carbonn)	Definition (WB)	Study year (WB)	Reporting year (CDP)	Scope-1 GHG emissions [tCO2 or tCO2-eq]	Scope-1 source dataset	Scope-1 GHG emissions units	Year of emission	Emissions protocol	Gases included (CDP)	Methodology details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Scope-2 (CDP) [tCO2-eq]	Total emissions (CDP) [tCO2-eq]	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	S1 lower bound [tCO2] (CDP)	S1 upper bound [tCO2] (CDP)	S1 mean (CDP) [tCO2]	TOT lower bound [tCO2] (CDP)	TOT upper bound [tCO2] (CDP)	TOT mean (CDP) [tCO2]	Scope fraction (CDP)	CO2 emissions per capita (PKU) [tCO2/capita]	City location (CDP) [degrees]	Latitude (others) [degrees]	Longitude (others) [degrees]	Coordinate source (others)	Country	Region	Population (CDP)	Population year (CDP)	Population (carbonn)	Population year (carbonn)	Urban population (PKU)	Population (GEA)	Population (UITP)	Population (WB)	Population year (WB)	Population (others)	Population year (others)	Population source (others)	Population 1950 (WB)	Population 1990 (WB)	Population 2010 (WB)	Population growth rate 1950-2010 (WB) [people/60years]	Population growth rate 1990-2010 (WB) [people/20years]	Ancillary from GEA+	City area (CDP) [km2]	City area (GEA) [km2]	City area (WB) [km2]	Built-up area (PKU) [km2]	City area (others) [km2]	City area source year (others)	City area source (others)	Population density (GEA) [people/km2]	Population density (UITP) [people/km2]	Population density (WB) [people/km2]	Population/sqrt(area) (GEA) [people/km]	Population/sqrt(area) (WB) [people/km]	Average altitude [m]	Average annual temperature (CDP) [degrees Celsius]	Weather station ID (GEA+)	CDD 23C (GEA+) [degrees C × days]	HDD 15.5C (GEA+) [degrees C × days]	HDD 15.5C (clim) [degrees C × days]	CDD 23C (clim) [degrees C × days]	GDP (CDP) [multiple units]	GDP unit (CDP)	GDP year (CDP)	GDP source (CDP)	GDP (carbonn) [multiple units]	nGDP (carbonn) [multiple units]	GDP unit (carbonn)	GDP year (carbonn)	GDP (PKU) [10000 RMB]	Income per capita (PKU) [RMB/capita]	GDP-PPP (others) [$BN]	GDP-PPP/capita (others) [USD/capita]	GDP-PPP source (others)	GDP-PPP year (others)	nGDP (others) [$BN]	nGDP/capita (others) [USD/capita]	nGDP source (others)	nGDP year (others)	GDP-PPP/capita (GEA) [USD/year]	GDP-PPP/capita (UITP) [USD/year]	GDP-PPP/capita (WB) [USD/year]	Total final consumption per capita (GEA) [GJ/capita/yr]	Energy per capita CO2 (WB) [tCO2-eq/capita/yr]	Diesel price (GEA+) [USD/liter]	Gasoline price (GEA+) [USD/liter]	Center of commerce index (GEA+) [dimensionless]	Household size (GEA+) [people/household]	Household size year (GEA+)	Household source (GEA+)	Household size comment (GEA+)	Urbanization ratio (GEA+) [percent]	Water bounded (GEA+)	Other bounded (GEA+)	Mean one-way travel time (others) [minutes]	Mean one-way travel time year (others)	Mean one-way travel time source (others)	Diesel price 2014 (others) [USD/liter]	Gasoline price 2014 (others) [USD/liter]	Household size (others) [people/household]	Household size year (others)	Household size source (others)	Household size comment (others)	Congestion rank (INRIX) [dimensionless]	Peak hours spent in congestion (INRIX) [hours]	INRIX congestion index (INRIX) [dimensionless]	Average congestion rate (INRIX) [percent]	Congestion rank (TomTom) [dimensionless]	Congestion level (TomTom) [× 100 percent]	Congestion change (TomTom) [× 100 percent]	Morning peak (TomTom) [percent]	Evening peak (TomTom) [percent]	Economy (IESE) [dimensionless]	Environment (IESE) [dimensionless]	Governance (IESE) [dimensionless]	Human capital (IESE) [dimensionless]	International impact (IESE) [dimensionless]	Mobility and transportation (IESE) [dimensionless]	Public management (IESE) [dimensionless]	Social cohesion (IESE) [dimensionless]	Technology (IESE) [dimensionless]	Urban planning (IESE) [dimensionless]	CIMI (IESE) [dimensionless]	CIMI ranking (IESE) [dimensionless]	CIMI performance (IESE) [dimensionless]	Urban area name (UEX)	Low BUA - 1990 (UEX) [km2]	Low BUA - 2000 (UEX) [km2]	Low BUA - 2014 (UEX) [km2]	High BUA - 1990 (UEX) [km2]	High BUA - 2000 (UEX) [km2]	High BUA - 2014 (UEX) [km2]	Low BUA % - 1990 (UEX) [percent]	Low BUA % - 2000 (UEX) [percent]	Low BUA % - 2014 (UEX) [percent]	High BUA % - 1990 (UEX) [percent]	High BUA % - 2000 (UEX) [percent]	High BUA % - 2014 (UEX) [percent]	Low BUA population density - 1990 (UEX) [people/km2]	High BUA population density - 1990 (UEX) [people/km2]	Low BUA population density - 2000 (UEX) [people/km2]	High BUA population density - 2000 (UEX) [people/km2]	Low BUA population density - 2014 (UEX) [people/km2]	High BUA population density - 2014 (UEX) [people/km2]	Exports (others) [m3]	Production (others) [m3]	Natgas Export/Production ratio (others)	CH4_waste/capita (others) [tCH4/capita]	CH4_waste+natgas/capita (others) [tCH4/capita]	Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita]	Year from CIA (others)	AQF (CDP/GEA)	AQF (CDP/WB)	AQF (CDP/OTHERS)	AQF (PKU/GEA)	AQF (PKU/WB)	AQF (PKU/OTHERS)	PQF (CDP)	PQF (carbonn)	PQF (WB)	PQF (WB2010)	PQF (OTHERS)	HQF (GEA+)	HQF (OTHERS)	MethodNum	MethodColour	nGDP category	s1 per cap	S1 per capita
194	Naga		City of Naga						Special municipality / Federal district				243527.0	carbonn	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		13.62178	123.194824	carbonn	Philippines	Southeast Asia			196003.0	2015.0						115750.0	2015.0	Wikipedia											101.97	2015.0	Wikipedia											0	1280						568720837.969																															0.82	1.05																											Naga Urban Area	80.625	86.625	91.8125	21.25	28.1875	41.875	0.791411042945	0.754491017964	0.686769518467	0.208588957055	0.245508982036	0.313230481533	824.955043285	6638.84662195	1243.03750604	4418.57051266	1614.63571571	5211.18328315															1.0			1.0			1	#75766D		2.1039049676	2.1039049676
195	Nagoya	City of Nagoya						Administrative boundary of a local government				2016.0	7690000.0	CDP	tCO2-eq	2013.0	Other	CO2; CH4; N2O; HFCs; PFCs; SF6	コメント欄のとおり: 地球温暖化対策地方公共団体実行計画（区域施策編）策定マニュアル（第１版）に基づき、市内における人為的な活動に伴う排出量を把握している。	Decreased	市内におけるエネルギー消費量が減少したことに加えて、電気事業者の取組みによって電力原単位が改善したことが大きく影響している。	5730000.0	13420000.0		A	7506123.40128	7529624.57875	7517873.99002	13236123.4013	13259624.5788	13247873.99	1.0		(35.181446, 136.906398)	35.183	136.9	https://en.wikipedia.org/wiki/Nagoya	Japan	East Asia	2274511.0	2015.0								2215062.0	2015.0	(Designated City) https://en.wikipedia.org/wiki/Nagoya							326.0				326.45	2015.0	(Designated City) https://en.wikipedia.org/wiki/Nagoya						18.3	16.1				2006	71	1.18471e+13	JPY     Japanese yen	2012.0	本市統計							363.751	40144.0	[1]	2014.0	444.0	49653.3214046	[19]																	30.7			1.1	1.38	2.17	2015	http://www.city.yokohama.lg.jp/ex/stat/jinko/city/new-e.html											51.0	38.0	113.0	14.0	147.0	100.0	64.0	32.0	155.0	128.0	63.71	81.0	RA	City of Nagoya Urban Area	1077.125	1072.1875	1055.8125	2928.5625	3064.0625	3141.5625	0.268898909363	0.259217286189	0.251541141785	0.731101090637	0.740782713811	0.748458858215	436.035737369	5656.18318972	293.469324468	2896.74853508	279.873041462	2937.92259053	0.0	1.0	0.0	0.0025182088	0.0028872234	0.0028872234				1.0				1.0				1.0		1.0	5	#F7D76F	5.0	3.39397903536	3.47168611985
196	Nagpur		Nagpur Municipal Corporation						Municipality				1534552.31	carbonn	tCO2-eq	2007.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		21.15	79.09	carbonn	India	South Asia			2405421.0	2011.0						2497870.0	2011.0	Wikipedia											227.36	2011.0	Wikipedia											0	1488						4719820245.69									4.71982024569		carbonn, scaled to $BN USD																				0.91	1.1																											Nagpur Urban Area	148.875	172.875	215.5	187.4375	219.0	244.3125	0.44266864895	0.441148325359	0.468669294549	0.55733135105	0.558851674641	0.531330705451	2529.73816247	24019.5153272	1285.3949872	12224.7441766	1128.5451681	12722.5080404															1.0			1.0			1	#75766D	1.0	0.614344345382	0.614344345382
197	Nanchang			Nanchang	Nanchang								2484926.25	PKU	tCO2	2010.0	Statistical																0.75		28.6833333333	115.883333333	wikipedia	China	East Asia					3313235.0	4839600.0				2357839.0		wikipedia, urban values						1.0		7372.0		300.9	617.0		(urban), from wikipedia	656.483993489			56365.9465891				ZSCN	756.0	974.0	988	592									15009764.0	38344.43	0.00075		[1]	2014.0	5.0	2631.57894737	[19]		7090.73690517			42.5860713063		1.01	0.99		3.61	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Jiangxi"""	42.522	0.0	Mountains, Large River				1.09	1.17																											Nanchang Urban Area	298.375	353.8125	406.4375	208.0	267.375	400.875	0.589237225376	0.569574403864	0.503445072385	0.410762774624	0.430425596136	0.496554927615	1830.3347596	14281.1846912	1164.23364819	10070.5380849	983.771899363	8499.9442102											0.0		0.0						1.0		6	#F7D76F	1.0	1.0538998846	0.75
199	Nanjing, Jiangsu			Nanjing	Nanjing, Jiangsu								9689288.42149	PKU	tCO2	2010.0	Statistical																1.55322211		32.05	118.766666667	wikipedia	China	East Asia					6238186.0	6072300.0				8335000.0	2017.0	(sub-provincial city), from wikipedia						1.0		6598.0		736.6	6587.02		(city), from wikipedia	920.324340709			74756.1736186				ZSNJ	514.0	1466.0	1472	399									45152168.0	49704.21	0.00155322211		[1]	2014.0	68.5	9559.02874686	[3], [19]		13240.5370946			69.2224958411		1.01	0.99		3.61	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Jiangxi"""	42.522	0.0	Large River				1.09	1.17									38	0.38	0.05	64%	67%														Nanjing, Jiangsu Urban Area	529.3125	645.5	702.0	412.25	538.75	824.9375	0.56216395619	0.545070719865	0.459743768163	0.43783604381	0.454929280135	0.540256231837	2048.53008338	12260.3783522	998.419077979	8411.18429891	824.671129512	8443.7188784											0.0		0.0					0.0	1.0		6	#F7D76F	2.0	1.16248211416	1.55322211
200	Nanning			Nanning	Nanning								3640328.08198	PKU	tCO2	2010.0	Statistical																1.01732512932		22.8166666667	108.316666667	wikipedia	China	East Asia					3578333.0	6718900.0				4037000.0		wikipedia, urban values						1.0				262.3			(urban), from wikipedia	300.0							ZGNN	808.0	350.0	299	617									13039407.0	39013.88	0.00101732512932		[1]	2014.0	20.0	5819.02822229	[19]		3753.89229959			23.2720084836		1.01	0.99		3.67	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Guangxi"""	42.522	0.0	Large River				1.09	1.17																											Nanning Urban Area	110.125	122.375	142.625	128.8125	164.125	185.75	0.460894585404	0.427137870855	0.434335744195	0.539105414596	0.572862129145	0.565664255805	1421.20754328	17180.3324888	1026.84530789	13356.5381293	921.214904441	13338.9518944																			1.0		6	#F7D76F	1.0	0.901740917011	1.01732512932
201	Nantes		Urban Community of Nantes Métropole			Nantes			Intercommunality				2076210.0	carbonn	tCO2-eq	2003.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		47.2181	-1.5528	carbonn	France	Europe			602923.0	2012.0			534000.0			612782.0	2013.0	Wikipedia						1.0					537.7	2013.0	Wikipedia		3584.0						LFRS			1690	7					21300000000.0	25096388125.0	USD	2011.0			32.014	36011.0	[1]	2014.0	32.9961	37081.602654	[24]	2012.0		32332.26				1.45	1.52		2.17	2009	http://www.recensement.insee.fr/home.action	Calculation: pop/household (582159/267250)	81.555	0.0	Large River				1.63	1.79					208.0	27.0	4.4	7.8%	- 	0.25	0.03	52%	51%														Nantes Urban Area	137.75	144.6875	144.6875	173.0	193.0	216.1875	0.443282381335	0.428465667222	0.400935226879	0.556717618665	0.571534332778	0.599064773121	1205.18593801	5561.33298932	245.949821454	2774.51327443	232.72200661	2636.1752009															0.0			0.0	1.0		1	#75766D	1.0	3.38817067081	3.38817067081
202	Nashville and Davidson	Metropolitan Government of Nashville and Davidson County						Administrative boundary of a local government				2017.0	6680194.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		Increased	There was a small increase since the 2011 inventory, which was an incomplete inventory due to limited availability of data. Because of limited documentation of the 2011 inventory, it is difficult to compare the two inventories. There has been a decrease in emissions since the 2005 inventory, even with a growing population. Contributing to decreases in reported community emissions are lower emissions from Nashville’s electric power source, TVA (their emissions per unit energy output declined by about 15% from 2005 to 2014), and more efficient vehicles (vehicle CO2e emissions per mile have decreased from about 450 to 350 grams/mile between 2005 and 2014). Meanwhile (although specific data is unavailable to demonstrate the quantity), building energy efficiency has been improving through both new and retrofit projects during this time frame. LEED certification and Energy Star are examples of growing programs that help improve building energy efficiency.	5801169.0	12481363.0	Replaced by CDP2017 data. Reason:  TOT = s1, s2 does not exist (Case 1b) in CDP2016. Soln: Replace with CDP2017 values (TOT, s1 and s2)	A	6002247.66073	6343755.96835	6173001.81454	11803416.6607	12144924.9684	11974170.8145	1.0		(36.1627, -86.7816)	36.155	-86.761944	https://en.wikipedia.org/wiki/Nashville-Davidson_(balance),_Tennessee	USA	North America	678889.0	2015.0								660388.0	2016.0	https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216							1367.0				1230.5819487	2010.0	https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216						182.0	15.1				493	247	1.06695e+11	USD     US Dollar	2014.0	MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels							94.968	53193.0	[1]	2014.0	73.0	45710.7075767	[19] The numbers are for Nashville only.																	24.1	2015	https://datausa.io/profile/geo/nashville-davidson-metropolitan-government-(balance)-tn/	0.97	0.86	2.4	2011-2015	https://www.census.gov/quickfacts/fact/table/nashvilledavidsonbalancetennessee/PST045216		126.0	34.0	5.8	11.4%	122	0.23	0.01	41%	62%														Metropolitan Government of Nashville and Davidson County Urban Area	303.0	307.3125	302.0	433.875	501.9375	568.75	0.411195928753	0.379749768304	0.346827447603	0.588804071247	0.620250231696	0.653172552397	386.588840686	1328.7646327	239.444442229	991.981189405	208.336854932	1093.06139302	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				1.0		1.0	1	#75766D	2.0	9.34753783313	10.1155593378
203	Nelson Mandela		Nelson Mandela Bay Metropolitan Municipality		Nelson Mandela 				Independent municipality				4986052.0	carbonn	tCO2-eq	2012.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)																		-33.0	25.0	carbonn	South Africa	Africa			1152115.0	2011.0		1013883.0				1152115.0	2011.0	Wikipedia						1.0		1959.0			1959.0	2011.0	Wikipedia	517.551301685			22907.1269784				FAJS	114.0	668.0	586	78					42000000000.0	6002821921.5	ZAR	2012.0											8942.07135236			30.0		0.95	0.87		3.79	2007.0	http://www.statssa.gov.za/community_new/content.asp?link=interactivedata.asp	Calculation: pop/household (1050934/276880)	59.256	1.0					1.17	1.19																											Nelson Mandela (Nelson Mandela Bay Municipality) Urban Area	128.1875	130.625	130.75	269.0	280.125	312.25	0.322738001574	0.318015824711	0.295146726862	0.677261998426	0.681984175289	0.704853273138	565.338581151	5964.46941978	248.527598385	2843.10388758	109.155626314	3139.37018484															1.0			1.0	1.0		1	#75766D		4.32773811642	4.32773811642
204	New Orleans	City of New Orleans						A metropolitan area				2016.0	2419891.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O		This is our first year of calculation		2138684.0	4558575.0	S1 derived from TOT - S2 in CDP2016 dataset	C	2030814.99661	2226807.92372	2128811.46016	4169498.99661	4365491.92372	4267495.46016	1.0		(29.9511, -90.0715)	29.95	-90.066667	https://en.wikipedia.org/wiki/New_Orleans	USA	North America	389617.0	2015.0								391495.0	2016.0	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216							468.0				438.7961058	2010.0	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216						-1.0	20.9				281	1634	80278000000.0	USD     US Dollar	2014.0	Bureau of Economic Analysis							74.225	58762.0	[1]	2014.0	61.0	52270.7797772	[19]																	23.4	(2011-2015) 		0.97	0.86	2.38	2011-2015	https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana/PST045216		227.0	26.0	4.5	7.0%	123	0.23	0.01	33%	50%														City of New Orleans Urban Area	136.0625	144.75	150.8125	483.625	503.1875	530.375	0.219566313666	0.223401176811	0.221396458391	0.780433686334	0.776598823189	0.778603541609	294.467615321	917.364904234	122.518376105	1992.14875654	45.842668303	1393.34271809	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				1.0		1.0	1	#75766D	2.0	5.43764661148	6.18115429316
205	New Taipei	New Taipei City Government						Administrative boundary of a local government				2016.0	6149934.0	CDP	tCO2-eq	2014.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; N2O; HFCs; PFCs; SF6	GHG Protocol is working to give cities the standards and tools they need to measure their emissions, build more effective emissions reduction strategies, set measurable and more ambitious emission reduction goals, and to track their progress more accurately and comprehensively.	Increased	Population growing and new regulation on emissions reporting for high carbon-density industries.	11083990.0	17233924.0		A	4492239.26608	4714744.48697	4603491.87653	15576229.2661	15798734.487	15687481.8765	1.0		(25.0111, 121.4458)	25.011	121.445833	https://en.wikipedia.org/wiki/New_Taipei_City	Taiwan	East Asia	3966818.0	2014.0								3972204.0	2016.0	(Special municipality) https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-3							2053.0				2052.57		https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-1						10.0	21.0				302	310	5.30043e+11	USD     US Dollar	2014.0	Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016)										2008.0																							0.98	0.98	2.7	2013	https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013																								Taipei Urban Area	465.625	465.8125	474.625	782.0625	782.0625	792.125	0.373190402244	0.373284583792	0.374679297415	0.626809597756	0.626715416208	0.625320702585	282.648507434	3155.98994654	872.799426066	10144.9899497	1038.23076402	11398.1515661	0.0	1.0	0.0	0.0129213814	0.0149246533	0.0149246533				1.0				1.0				1.0		1.0	1	#75766D		1.15892634833	1.54824223529
206	New York City	New York City			New York	New York	New York City 	Administrative boundary of a local government		City 	2005.0	2017.0	38962264.0	CDP	tCO2-eq	2015.0	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	CO2; CH4; SF6; N2O		Decreased	The most significant driver was a milder winter in 2015 versus 2014.	14343743.0	53306007.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	B	30436445.8527	34731236.6907	32583841.2717	44780188.8527	49074979.6907	46927584.2717	1.0		(40.7127837, -74.0059413)	40.713	-74.0059	https://en.wikipedia.org/wiki/New_York_City	USA	North America	8537673.0	2016.0				8170000.0	19227361.0	8170000.0	2005.0	8537673.0	2016.0	https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045216	12338000.0	16086000.0	20104000.0	1.00817044521	1.0112108494	1.0	784.0	1213.4	1213.4		783.8345736	2010.0	https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045216	6733.14653041	1804.0	6733.14653041	234541.695981	234541.695981	10.0	13.0	KNYNEWYO17	286.0	1930.0	1341	42	1.55852e+12	USD     US Dollar	2015.0	http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor							1403.463	69915.0	[1]	2014.0	1180.3	62367.2391017	[3], [19]		60483.9344687	34395.3	60483.9344687	128.066569274	7.7	0.78	0.56	72.77	2.67	2010.0	http://factfinder2.census.gov/faces/tableservices/jsf/pages/productview.xhtml?pid=DEC_10_DP_DPDP1&prodType=table	metro area	80.731	1.0		34.9	2013	TORONTO AS A GLOBAL CITY:Scorecard on Prosperity – 2015, pg. 25, report by Toronto Board of Trade (downloaded fie: Toronto_scorecard_2015.pdf)	0.97	0.86	2.65	2011-2015	https://www.census.gov/quickfacts/fact/table/newyorkcitynewyork/PST045216		3.0	89.0	17.4	12.8%	49	0.35	0.02	50%	62%	1.0	82.0	6.0	4.0	5.0	11.0	4.0	153.0	2.0	5.0	100.0	1.0	A	New York and Philadelphia Urban Area	3405.5	3493.0625	3288.0625	7074.8125	7737.875	8621.4375	0.32494260071	0.311021453018	0.276087367228	0.67505739929	0.688978546982	0.723912632772	216.331768272	2534.86711255	309.198675457	2672.7459591	241.821455923	2515.7104462	42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952		1.0	1.0	1.0				1.0		0.0	0.0	1.0	1.0	1.0	1	#75766D	5.0	3.81647801125	4.56356948785
208	Ningbo			Ningbo	Ningbo								6563188.42725	PKU	tCO2	2010.0	Statistical																1.26332700063		29.8666666667	121.55	wikipedia	China	East Asia					5195162.0	5604500.0				3491597.0		wikipedia, urban values						1.0		9816.0		422.8	2461.8		(urban), from wikipedia	570.955582722			56567.8403633				ZSHC	651.0	1146.0	1113	442									30621613.0	46353.97	0.00126332700063		[1]	2014.0	45.0	12886.5979381	[3], [19]		14866.3280718			72.1881863279		1.01	0.99		2.93	2003.0	http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf	"For ""Zhejiang"""	42.522	1.0					1.09	1.17									51	0.34	0.04	58%	69%														Ningbo Urban Area	398.0	402.5625	371.5	259.25	350.4375	570.125	0.605553442374	0.534611553785	0.394530731448	0.394446557626	0.465388446215	0.605469268552	730.666922224	6097.73658493	783.304088436	6279.48569914	587.90690912	5829.51473378											0.0		0.0						1.0		6	#F7D76F	1.0	1.87970960774	1.26332700063
209	North Vancouver	City of North Vancouver						Administrative boundary of a local government				2017.0	182896.0	CDP	tCO2-eq	2015.0	Other: ICLEI Partners for Climate Protection	CO2; CH4	Emissions data comes from multiple sources and the City relies on other agencies, such as privately owned utility companies to provide consumption data. As a result, the City cannot comment on the accuracy of the data.	Other: 2015 data reported as 2016 data not available	Comparisons are not possible at this time, as the next year's data (2016) are not yet available.  We are thus still reporting 2015 data as before (note that our emissions data submitted April 2016 - for the year 2010 - were updated for the Compact of Mayors module submitted in December 2016 - for the year 2015).  However, due to limitations associated with the data, year to year comparisons must be made with caution. In general, emissions over the past few years appear to be staying the same or potentially decreasing slightly despite population increases.  This is likely due to more efficient building construction, reduction in solid waste tonnages, increased recycling and organics diversion, and increased fuel efficiency standards.	4159.0	187055.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	A	74041.3886565	113488.9449	93765.1667783	78200.3886565	117647.9449	97924.1667783	1.0		(49.32699, -123.07328)	49.317	-123.066667	https://en.wikipedia.org/wiki/North_Vancouver_(city)	Canada	North America	52898.0	2016.0								52898.0	2016.0	https://en.wikipedia.org/wiki/North_Vancouver_(city)							11.8				11.83	2016.0	https://en.wikipedia.org/wiki/North_Vancouver_(city)						90.0	11.0				1553	0														2008.0																							1.16	1.17	2.7	2011	average number of persons per census family [http://www12.statcan.ca/nhs-enm/2011/dp-pd/prof/details/page.cfm?Lang=E&Geo1=CSD&Code1=5915051&Data=Count&SearchText=north%20vancouver&SearchType=Begins&SearchPR=59&A1=All&B1=Families%20and%20households&Custom=&amp;TABID=1#tabs2]																								see: Vancouver Urban Area																			77960000000.0	1.515e+11	0.51	0.046860437	0.1017275144	0.0734936045				1.0				1.0				1.0		1.0	5	#F7D76F		1.77256544252	3.45752202352
210	Oakland	City of Oakland						Administrative boundary of a local government				2017.0	956414.0	CDP	tCO2-eq	2015.0	Other: ICLEI Community Protocol	CO2; CH4; N2O	Energy data is high confidence, Transportation data is partially simulated (medium) partially fuel consumption (high), and materials use is medium-high (waste composition data is thorough but not collected frequently enough)	Decreased	In comparison to the 2015 report, emissions have decreased in both Scope 1 and Scope 2 emissions.	789413.0	1745827.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	A	537995.795914	748769.546696	643382.671305	1327408.79591	1538182.5467	1432795.6713	1.0		(37.8044, -122.2708)	37.804	-122.270833	https://en.wikipedia.org/wiki/Oakland,_California	USA	North America	419000.0	2015.0								420005.0	2016.0	https://www.census.gov/quickfacts/fact/table/oaklandcitycalifornia/PST045216							144.0				144.4955421	2010.0	https://www.census.gov/quickfacts/fact/table/oaklandcitycalifornia/PST045216						13.0	15.1				186	135	2.408e+13	USD     US Dollar	2013.0	US Bureau of Economic Analysis San Francisco-Oakland-Hayward Metropolitan area										2008.0	411.969		[20] The number is for San Francisco-Oakland-Hayward, CA																	30.3	(2011-2015) 		0.97	0.86	2.53	2011-2015	https://www.census.gov/quickfacts/fact/table/oaklandcitycalifornia/PST045216																								see: San Francisco Bay Urban Area																			42870000000.0	7.662e+11	0.06	0.0176989817	0.0367294791	0.0356646952				1.0				1.0				1.0		1.0	5	#F7D76F	5.0	1.53184526685	2.27714908156
