	city	country	Boundary (CDP)	City Location (CDP)	lat (external)	lon (external)	Geographic group	Current Population (CDP)	pop (external)	quality flag population	area [km2] (external)	pop density (calculated from external sources)	Average annual temperature (in Celsius) (CDP)	Average altitude (m) (CDP)	mean TT [min]	CDD_23C	HDD_15.5C	CDD_23C (FMB)	HDD_15.5C (FMB)	Reporting Year (CDP)	Measurement Year (CDP)	Measurement year only (CDP)	Total City-wide Emissions (metric tonnes CO2e) (CDP)	Total Scope 1 Emissions (metric tonnes CO2e) (CDP)	Total Scope 2 Emissions (metric tonnes CO2e) (CDP)	CDP2016 data edited (CDP)	Emissions Quality Flag (CDP)	Gases included (CDP)	scope fraction (CDP)	TOT lower bd [tCO2]	TOT upper bd [tCO2]	TOT mean [tCO2]	S1 lower bd [tCO2]	S1 upper bd [tCO2]	S1 mean [tCO2]	S1 mean [tCO2]/cap	Scope 1 (orig)/cap	Primary Methodology (CDP)	Methodology Details (CDP)	Increase/Decrease from last year (CDP)	Reason for increase/decrease in emissions (CDP)	Urban Area Cluster (FC)	Low BUA 1990 (FC)	Low BUA 2000 (FC)	Low BUA 2014 (FC)	High BUA 1990 (FC)	High BUA 2000 (FC)	High BUA 2014 (FC)	Low BUA % 1990 (FC)	Low BUA % 2000 (FC)	Low BUA % 2014 (FC)	High BUA % 1990 (FC)	High BUA % 2000 (FC)	High BUA % 2014 (FC)	Low BUA pop density 1990 (FC)	High BUA pop density 1990 (FC)	Low BUA pop density 2000 (FC)	High BUA pop density 2000 (FC)	Low BUA pop density 2014 (FC)	High BUA pop density 2014 (FC)	diesel_price (2014)	gasoline_price (2014)	household_size (updated)	year_household_size (updated)	AVERAGE CONGESTION RATE (INRIX)	INRIX CONGESTION INDEX (INRIX)	PEAK HOURS SPENT IN CONGESTION (INRIX)	RANK (INRIX)	Congestion Level (TomTom)	World Rank (TomTom)	Congestion change (TomTom)	Morning Peak (TomTom)	Evening Peak (TomTom)	human capital (IESE)	social cohesion (IESE)	economy (IESE)	public management (IESE)	governance (IESE)	environment (IESE)	mobility and transportation (IESE)	urban planning (IESE)	international impact (IESE)	technology (IESE)	CIMI (IESE)	CIMI Ranking (IESE)	CIMI Performance (IESE)	GDP-PPP combined	GDP-PPP combined/cap	s1 to use	pop to use	s1 per capita	LB S1 per capita	UB S1 per capita	s1 per gdp	LB S1 per gdp	UB S1 per gdp	MethodNum	s1 per gdp [kgCO2/USD]	GDP-PPP combined [USD]
117	North Vancouver	Canada	Administrative boundary of a local government	(49.32699, -123.07328)	49.317	236.933	groupCan	52898.0	52898	1.0	11.83	4471.51310228	11.0	90.0				0	1553	2017	2015-01-03 03:15:00	2015	187055.0	182896.0	4159.0	Replaced by CDP2017 data. Reason: Both scopes missing (Case 4b) in CDP2016. Soln: Updated with CDP2017 values that contain at least one scope	Grade A	CO2; CH4	1.0	78200.3886565	117647.9449	97924.1667783	74041.3886565	113488.9449	93765.1667783	1.77256544252	3.45752202352	Other: ICLEI Partners for Climate Protection	Emissions data comes from multiple sources and the City relies on other agencies, such as privately owned utility companies to provide consumption data. As a result, the City cannot comment on the accuracy of the data.	N/A	"Comparisons are not possible at this time, as the next year's data (2016) are not yet available.  We are thus still reporting 2015 data as before (note that our emissions data submitted April 2016 - for the year 2010 - were updated for the Compact of Mayors module submitted in December 2016 - for the year 2015).  However, due to limitations associated with the data, year to year comparisons must be made with caution.   

In general, emissions over the past few years appear to be staying the same or potentially decreasing slightly despite population increases.  This is likely due to more efficient building construction, reduction in solid waste tonnages, increased recycling and organics diversion, and increased fuel efficiency standards."																				1.16	1.17	2.7	2011																									93765.1667783	52898.0	1.77256544252	1.39970109752	2.14542978752				5		
118	Oakland	USA	Administrative boundary of a local government	(37.8044, -122.2708)	37.804	237.729	groupUSA	419000.0	420005	1.0	144.4955421	2906.6986697	15.1	13.0	30.3			135	186	2017	2015-01-03 03:15:00	2015	1745827.0	956414.0	789413.0	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A	CO2; CH4; N2O	1.0	1327408.79591	1538182.5467	1432795.6713	537995.795914	748769.546696	643382.671305	1.53551950192	2.28261097852	Other: ICLEI Community Protocol	Energy data is high confidence, Transportation data is partially simulated (medium) partially fuel consumption (high), and materials use is medium-high (waste composition data is thorough but not collected frequently enough)	Decreased	In comparison to the 2015 report, emissions have decreased in both Scope 1 and Scope 2 emissions.																				0.97	0.86	2.53	2011-2015																									643382.671305	419000.0	1.53551950192	1.28399951292	1.78703949092				5		
119	Okayama	Japan	Administrative boundary of a local government	(34.655146, 133.919502)	34.65	133.917	groupAsia	705917.0	720841	1.0	789.92	912.549372088	16.1	55.0	28.6			226	1564	2016	2013-03-31 00:00:00	2013	6916000.0	114000.0	6802000.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	6858932.07774	6866225.90076	6862578.98925	56932.077736	64225.9007589	60578.9892474	0.0858160226307	0.161492073431	Other		N/A		Okayama Urban Area Cluster	262.875	256.125	255.4375	597.0	639.375	653.625	0.305713039686	0.285356172968	0.280990030938	0.694286960314	0.712345936912	0.719009969062	265.252902676	2261.90917134	236.879657635	2140.49301771	218.003713926	2047.05641458	1.1	1.38	2.23	2015																							56.799	35198.0	60578.9892474	705917.0	0.0858160226307	0.0806498182308	0.0909822270308	1066.55027813	1002.34295914	1130.75759712	5	0.00106655027813	56799000000.0
120	Oslo	Norway	Administrative boundary of a local government	(59.9138688, 10.7522454)	59.95	10.75	groupEurope	658390.0	660000	1.0	454.0	1453.74449339	5.7	94.0	26.0	16.0	3401.0	0	3941	2016	2013-12-01 00:00:00	2013	1340422.0	1094422.0	246000.0		Grade A	CO2; CH4; N2O	1.0	914123.928427	1020710.45114	967417.189784	668123.928427	774710.45114	721417.189784	1.09572926348	1.66227008308	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	Oslo gets most of the GHG-data from Statistics Norway and has further developed it to make it compliant with the GPC-protocol. The GPC- reporting was approved september 2015. Statistics Norway did a revision of the GHG-data  in february 2016, but this last revision has not been updated in the GPC-reporting.	Increased	We havn`t used the full GPC-methodology for more than one year so we can`t tell if the emissions have increased or decreased. But due to the numbers from Statistics Norway, we can conclude that there has been a slight increase. The main reason is growth in emissions from Off road-transportation. Emissions from stationary energy use in residential, commercial and institutional buildings have decreased.	Oslo Urban Area Cluster	103.1875	103.4375	106.25	179.0	192.0	207.875	0.365669988926	0.345367278798	0.338241146041	0.634330011074	0.641068447412	0.661758853959	516.179620442	3408.74019002	524.260121229	3636.04740481	580.364850533	4305.05993142	2.11	2.27	1.9	2013	12.7%	7.6	47.0	45.0	0.3	81	0.05	57%	69%	20.0	21.0	20.0	96.0	77.0	22.0	18.0	3.0	58.0	72.0	77.75	26.0	RA	74.356	52802.0	721417.189784	658390.0	1.09572926348	1.01478444148	1.17667408548	9702.20546807	8985.47431851	10418.9366176	1	0.00970220546807	74356000000.0
121	Palmas	Brazil	A metropolitan area	(-10.249091, -48.324286)	-10.184	311.666	groupLatinAmer	272726.0	265090	1.0	2218.93	119.467491088						339	0	2016	2013-12-31 00:00:00	2013	625391.59	589055.31	36336.28		Grade A	CO2; CH4; N2O; HFCs	1.0	497262.784119	509927.694434	503595.239277	460926.504119	473591.414434	467258.959277	1.71329084604	2.15987954944	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)	O diagnóstico qualitativo das informações complementa a avaliação quantitativa.	First year of calculation		Palmas Urban Area Cluster	17.5625	22.375	26.75	14.4375	18.4375	19.625	0.548828125	0.544072948328	0.576819407008	0.451171875	0.448328267477	0.423180592992	1091.39124697	1498.52394599	1425.54489425	2570.32823098	2879.2890745	4921.91966729	1.02	1.27	3.29752908458	2010	12.6%	4.9	20.0	377.0																					467258.959277	272726.0	1.71329084604	1.69007173544	1.73650995664				1		
122	Palo Alto	USA	Administrative boundary of a local government	(37.4419, -122.143)	37.429	237.862	groupUSA	66955.0	67024	1.0	61.8489612	1083.6722024	15.0	7.0	23.1			135	186	2016	2015-12-31 00:00:00	2015	152631.0	152631.0		CDP2016 TOT likely wrong because one scope is missing.	Grade D	CO2; CH4; N2O		85768.9693208	119450.011048	102609.490184	85768.9693208	119450.011048	102609.490184	1.53251422872	2.27960570532	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)	TCR/LGOP	Decreased	Natural gas consumption was lower for residential and commercial customers. Modeled transportation emissions flat (no change in model inputs). Waste related emissions down.																				0.97	0.86	2.53	2011-2015																									102609.490184	66955.0	1.53251422872	1.28099423973	1.78403421773				2		
123	Paris	France	Administrative boundary of a local government	(48.856614, 2.3522219)	48.857	2.351	groupEurope	2265886.0	2270000	1.0	105.0	21619.047619	13.6	26.0	33.7	71.0	1481.0	7	1940	2016	2014-12-31 00:00:00	2014	5195663.0	3359242.0	1836421.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6; NF3	1.0	3894120.69228	4648211.80479	4271166.24854	2057699.69228	2811790.80479	2434745.24854	1.07452239369	1.48252912989	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	Thanks to Paris' climate change policy especially on sustainable mobility, social housing retrofitting, etc...	Paris Urban Area Cluster	615.6875	650.6875	675.3125	1875.625	2042.5625	2128.5625	0.24713378992	0.239564637121	0.24084971691	0.75286621008	0.752013438262	0.75915028309	286.916989343	5038.38634614	249.251540119	4877.48877274	252.997951339	5098.78776381	1.63	1.79	1.9	2012	11.4%	11.8	65.0	10.0	0.38	35	0.02	68%	66%	7.0	86.0	11.0	45.0	42.0	20.0	5.0	8.0	1.0	25.0	91.97	3.0	A	715.08	57241.0	2434745.24854	2265886.0	1.07452239369	0.908121455484	1.24092333188	3404.85714681	2877.57970056	3932.13459304	1	0.00340485714681	7.1508e+11
125	Philadelphia	USA	Administrative boundary of a local government	(39.952335, -75.163789)	39.95	284.833	groupUSA	1560297.0	1567872	1.0	347.317659	4514.23058797	13.3	12.0	32.5			48	627	2016	2012-12-31 00:00:00	2012	19212870.06	12397594.06	6815276.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	17654739.5861	18439631.3546	18047185.4703	10839463.5861	11624355.3546	11231909.4703	7.1985714709	7.9456629475	International Emissions Analysis Protocol (ICLEI)	"In general the ICLEI protocol was followed, however in some cases data was not available in the same fashion or format as described in the protocol.

Electricity, natural gas and steam usage was provided by the local utilities.

Data related to onsite combustion of fuels was derived using the American Communities Surveys and allocated to Philadelphia based on population.

Emissions from transportation was derived using the local regional planning commission's transportation model and EPA MOVES. EPA's non road emissions model was used for off road vehicles

Industrial emissions were estimated by looking at EPAs GHG reporting project data and comparing it to previously known information from utilities.

Waste data was modeled using MSW and private collection data along with local landfill and incinerator emissions based on total waste. This was counted as a scope 3 emissions because none of these facilities are within the City of Philadelphia"	Decreased	See www.phila.gov/green for 2012 Citywide Inventory Report (published Spring 2015) which discusses in-depth trends for the City's carbon emissions.	Philadelphia Urban Area Cluster	1368.625	1460.1875	1493.0	2494.375	2779.5625	3013.0625	0.354290706705	0.340196578085	0.331331400752	0.645709293295	0.647586457954	0.668668599248	361.812710213	1687.7052692	292.905825803	1686.78937538	250.469340766	1658.52487662	0.97	0.86	2.59	2011-2015	7.9%	6.8	38.0	93.0	0.23	125	0.0	37%	49%	10.0	94.0	13.0	22.0	28.0	104.0	29.0	50.0	128.0	18.0	76.59	30.0	RA	346.455	57166.0	11231909.4703	1560297.0	7.19857147088	6.94705148193	7.4500914599	32419.5334756	31286.7864112	33552.2805403	4	0.0324195334756	3.46455e+11
127	Piedmont, CA	USA	Other:	(37.8244, -122.2316)	37.817	237.767	groupUSA	11082.0	11353	1.0	4.3511832	2609.17536177	15.0	101.0	28.2			135	186	2016	2011-01-01 00:00:00	2011	43442.0	17876.0	25566.0		Grade A	CO2; CH4; N2O; HFCs; PFCs; SF6	1.0	32375.3877382	37950.0767744	35162.7322563	6809.38773822	12384.0767744	9596.73225632	0.865974756932	1.61306623353	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	They have decreased due to a decrease in electricity and gas usage usage in the residential sector as well an increased renewable-generated portfolio of electricity sources, specifically hydropower.																				0.97	0.86	2.91	2011-2015																									9596.73225632	11082.0	0.865974756932	0.614454767932	1.11749474593				1		
128	Pingtung	Taiwan	Administrative boundary of a local government	(22.551976, 120.54876)	22.675	120.491	groupAsia	835792.0	839001	1.0	2775.6003	302.277312767	25.0	750.0				456	18	2017	2013-01-03 03:13:00	2013	4969246.69	2768427.4	2200856.14	Replaced by CDP2017 data. Reason:  TOT >> s1+s2 (Case 2b) in CDP2016. Soln: Replace with CDP2017 data (no edits required).	Grade A-	CO2; CH4; N2O	1.0	4619977.32673	4666858.24831	4643417.78752	2419158.03673	2466038.95831	2442598.49752	2.92249566582	3.31234015162	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Increased	The main increased department are energy, industry, and waste	Pingtung Urban Area Cluster	61.1875	64.1875	67.6875	45.9375	49.6875	52.125	0.571178529755	0.56181619256	0.564945226917	0.428821470245	0.434901531729	0.435054773083	825.10423609	6590.30421168	767.454566923	5942.39315777	647.758052178	5078.92077535	0.98	0.98	3.06	2013																									2442598.49752	835792.0	2.92249566581	2.89444985921	2.95054147241				1		
129	Pittsburgh	USA	Administrative boundary of a local government	(40.4406248, -79.9958864)	40.44	280.024	groupUSA	305704.0	303625	1.0	143.4077463	2117.21477977	11.1	293.0	23.4			42	1341	2016	2013-12-31 00:00:00	2013	4803046.0	2073556.0	2729490.0		Grade A	CO2; CH4; N2O	1.0	4497766.48052	4651547.81395	4574657.14724	1768276.48052	1922057.81395	1845167.14724	6.0357965458	6.7828880224	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		Decreased	There has been significant variation in the way that data was collected an reported, and Pittsburgh had about 30,000 fewer residents in 2013 compared to 2003. Recalculating 2003 and 2008 inventories to compare to the 2013 inventory shows that emissions have decreased by about 4% since the 2008 inventory, but have still increased by 10% since 2003. Several exogenous factors reduced emissions - such as lower electricity emission factors due to a cleaner electric grid, and better fuel efficiency and lower tailpipe emission factors for cleaner vehicles. However, Pittsburgh did see reductions in the tonnage of solid waste sent to landfill and a reduction in vehicle miles traveled. The industrial sector used less electricity in 2013 than in 2003, and less natural gas in 2013 than in 2008. The commercial sector used less electricity in 2013 than in 2008, but used significantly more natural gas. The residential sector increased electricity use and substantially increased natural gas use. The increase in natural gas is likely due to improved data quality, but seems to also correlate to the rise of hydraulic fracturing in the region. Natural gas emissions increased almost three-fold since 2003.	Pittsburgh Urban Area Cluster	318.375	333.25	340.75	568.5625	600.25	628.875	0.358959904165	0.353768577495	0.351424519789	0.641040095835	0.637208067941	0.648575480211	493.195174419	1738.2251286	428.703187405	1648.9616482	346.923801261	1482.18457987	0.97	0.86	2.13	2011-2015	11.0%	5.6	33.0	131.0	0.19	146	0.01	30%	39%														138.429	58615.0	1845167.14724	305704.0	6.03579654581	5.7842765568	6.28731653479	13329.3395693	12773.8875562	13884.7915823	2	0.0133293395693	1.38429e+11
130	Portland, OR	USA	Administrative boundary of a local government	(45.52, -122.6819)	45.52	237.318	groupUSA	619360.0	639863	1.0	345.5823657	1851.54991547	12.5	77.0	25.1	102.0	1874.0	14	1579	2016	2014-12-31 00:00:00	2014	6974544.0	4610317.0	2364227.0		Grade A	CO2; CH4; N2O	1.0	6356044.00267	6667606.84344	6511825.42305	3991817.00267	4303379.84344	4147598.42305	6.69658748233	7.44367895893	U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)		Decreased		Portland, OR Urban Area Cluster	361.5	365.4375	365.3125	802.8125	860.1875	897.8125	0.310483654517	0.296817097315	0.289213260762	0.689516345483	0.698664906848	0.710786739238	363.826793601	1380.71436191	312.824646789	1584.74638517	292.904909394	1883.08040104	0.97	0.86	2.34	2011-2015																							158.544	67639.0	4147598.42305	619360.0	6.69658748232	6.44506749333	6.94810747133	26160.5511596	25177.9758469	27143.1264724	2	0.0261605511596	1.58544e+11
133	Pretoria Tshwane	South Africa	A metropolitan area	(-25.746111, 28.188056)	-25.667	28.333	groupAfrica	3200000.0	3200000	1.0	6298.0	508.097808828	17.0	1339.0	51.45	331.0	508.0	92	392	2016	2015-06-30 00:00:00	2015	15236693.0	4648959.0	10589996.0		Grade A	CO2; CH4; N2O	1.00014845741	13985757.0883	14140824.287	14063290.6877	3398023.08832	3553090.28704	3475556.68768	1.0861114649	1.4527996875	International Emissions Analysis Protocol (ICLEI)	The methodology as defined in the International Local Government GHG Emissions Analysis Protocol V1.0 and the Local Government Operations Protocol for the Quantification and Reporting of GHG Inventories V1.1 where used where applicable and viable.	Increased	The exclusion of the Eskom and Pre-paid energy usage in the baseline figures. The two subsequent years the afore-mentioned usage was included.																				1.17	1.19	3.4	2007										114.0	114.0	165.0	44.0	158.0	140.0	179.0	154.0	175.0	173.0	41.16	165.0	B	49.948	16696.0	3475556.68768	3200000.0	1.0861114649	1.0618822151	1.1103407147	69583.5005942	68031.2142292	71135.7869592	4	0.0695835005942	49948000000.0
134	Quito	Ecuador	A metropolitan area	(-0.2333, -78.5167)	-0.217	281.483	groupLatinAmer	2239191.0	2550000	2.0	4232.0	602.551984877	22.0	2815.0	28.95			1032	0	2016	2011-12-31 00:00:00	2011	5233350.0	4653611.0	579739.0		Grade A	CO2; CH4; N2O	1.0	4288842.59722	4893885.61701	4591364.10712	3709103.59722	4314146.61701	4011625.10712	1.79155110355	2.07825549495	Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)		Decreased	The GHGs emissions in 2011, decreased in comparison to the 2007 projected GHGs emissions growth rate, particularly in the transport sector.	Quito Urban Area Cluster	254.4375	254.0	258.625	364.6875	387.5625	411.1875	0.410963052695	0.394448218965	0.386115517402	0.589036947305	0.601863534893	0.613884482598	508.344441825	3839.46771749	579.903841222	4660.50956068	719.092650258	5904.96708075	0.29	0.6												135.0	118.0	107.0	38.0	171.0	86.0	96.0	161.0	120.0	160.0	51.05	130.0	M			4011625.10712	2239191.0	1.79155110355	1.65644806415	1.92665414295				1		
